insee	osm	geonames	wikidata	wikipedia	databnf	viaf	siaf	inha
73251								
73252	122304	6454655	Q947804	https://fr.wikipedia.org/wiki/Saint-L%C3%A9ger_(Savoie)	ark:/12148/cb15274183d			
73253	128075	6617589	Q1388467	https://fr.wikipedia.org/wiki/Saint-Marcel_(Savoie)	ark:/12148/cb15274184r	246689531		
73254	80005	6442884	Q1218379	https://fr.wikipedia.org/wiki/Sainte-Marie-d%27Alvey	ark:/12148/cb152741853		82559936	
73255	128286	6442885	Q777073	https://fr.wikipedia.org/wiki/Sainte-Marie-de-Cuines	ark:/12148/cb15274186f			
73256	129434		Q1222480	https://fr.wikipedia.org/wiki/Saint-Martin-d%27Arc	ark:/12148/cb15274187s			
73257	5804875							
73258	129396	6442888	Q768581	https://fr.wikipedia.org/wiki/Saint-Martin-de-la-Porte	ark:/12148/cb15274189g			
73259	129356	6617590	Q1222372	https://fr.wikipedia.org/wiki/Saint-Martin-sur-la-Chambre	ark:/12148/cb15274190p			
73260	80060	6442889	Q746245	https://fr.wikipedia.org/wiki/Saint-Maurice-de-Rotherens	ark:/12148/cb152741911		82044042	
73261	129440	6442890	Q910079	https://fr.wikipedia.org/wiki/Saint-Michel-de-Maurienne	ark:/12148/cb15274192c	126477005		
73262	128052	6442891	Q752464	https://fr.wikipedia.org/wiki/Saint-Nicolas-la-Chapelle_(Savoie)	ark:/12148/cb15274193q			
73263	4446915				ark:/12148/cb152741942			
73264		2977848	Q539546	https://fr.wikipedia.org/wiki/Saint-Offenge-Dessus			82044043	
73265	74342	6613364	Q745451	https://fr.wikipedia.org/wiki/Saint-Ours_(Savoie)	ark:/12148/cb15274196r			
73266	128042	6442894	Q1231246	https://fr.wikipedia.org/wiki/Saint-Oyen_(Savoie)	ark:/12148/cb152741973	245846211		
73267	128291	6442895	Q543459	https://fr.wikipedia.org/wiki/Saint-Pancrace_(Savoie)	ark:/12148/cb15274198f	248345576		
73268	127922		Q778641	https://fr.wikipedia.org/wiki/Saint-Paul-sur-Is%C3%A8re	ark:/12148/cb15274199s			ark:/54721/027587d1-21df-4e46-b5e7-b1ba674faf9f
73269	80321	6617591	Q655869	https://fr.wikipedia.org/wiki/Saint-Paul_(Savoie)	ark:/12148/cb152742005			ark:/54721/40f86f3b-2d60-4b50-832f-0395a0c3c930
73270	111301		Q738150	https://fr.wikipedia.org/wiki/Saint-Pierre-d%27Albigny	ark:/12148/cb15274201h	262681365		ark:/54721/f8e1e566-bc49-44bd-b276-81d10a76b2cb
73271	80086		Q1214434	https://fr.wikipedia.org/wiki/Saint-Pierre-d%27Alvey	ark:/12148/cb15274202v			
73272	122308	6442899	Q616279	https://fr.wikipedia.org/wiki/Saint-Pierre-de-Belleville	ark:/12148/cb152742036			
73273	74336	6442900	Q818983	https://fr.wikipedia.org/wiki/Saint-Pierre-de-Curtille	ark:/12148/cb15274204j			ark:/54721/71dff377-fdbd-4c88-a28e-e2b7490e962b
73274	1874929		Q1216926	https://fr.wikipedia.org/wiki/Saint-Pierre-d%27Entremont_(Savoie)	ark:/12148/cb15274205w			
73275	74544	2977516	Q691403	https://fr.wikipedia.org/wiki/Saint-Pierre-de-Genebroz	ark:/12148/cb152742067		82559985	
73276	114986	6442901	Q778863	https://fr.wikipedia.org/wiki/Saint-Pierre-de-Soucy	ark:/12148/cb15274207k			
73277	111297	6442902	Q166366	https://fr.wikipedia.org/wiki/Sainte-Reine_(Savoie)	ark:/12148/cb15274208x			
73278	128266	6617592	Q601361	https://fr.wikipedia.org/wiki/Saint-R%C3%A9my-de-Maurienne	ark:/12148/cb152742098	247834171		
73279								
73280	113635		Q1231290	https://fr.wikipedia.org/wiki/Saint-Sorlin-d%27Arves	ark:/12148/cb15274210g	246670959		
73281	74407	6617593	Q261357	https://fr.wikipedia.org/wiki/Saint-Sulpice_(Savoie)	ark:/12148/cb15274211t			
73282	106102	6442904	Q1214512	https://fr.wikipedia.org/wiki/Saint-Thibaud-de-Couz	ark:/12148/cb152742125			
73283	111550	6442905	Q1217272	https://fr.wikipedia.org/wiki/Saint-Vital_(Savoie)	ark:/12148/cb15274213h			
73284	5827806				ark:/12148/cb15274214v			
73285	133460	6454656	Q929303	https://fr.wikipedia.org/wiki/S%C3%A9ez	ark:/12148/cb152742156			
73286	74370	6442907	Q685444	https://fr.wikipedia.org/wiki/Serri%C3%A8res-en-Chautagne	ark:/12148/cb15274216j			
73287		2974339	Q682027	https://fr.wikipedia.org/wiki/Solli%C3%A8res-Sardi%C3%A8res		248263607	82559965	ark:/54721/92bd777a-0ea4-41f9-b63a-c26ba5c90e1a
73288	74400	6442909	Q911433	https://fr.wikipedia.org/wiki/Sonnaz	ark:/12148/cb152742187			
73289	116585	6456417	Q685086	https://fr.wikipedia.org/wiki/La_Table	ark:/12148/cb15274219k			
73290	6838450				ark:/12148/cb15274220s			
73291								
73292	127990	6442911	Q1217232	https://fr.wikipedia.org/wiki/Th%C3%A9n%C3%A9sol	ark:/12148/cb15274222g			
73293	76209	6613677	Q819090	https://fr.wikipedia.org/wiki/Thoiry_(Savoie)	ark:/12148/cb15274223t			
73294	76188	6456418	Q681347	https://fr.wikipedia.org/wiki/La_Thuile_(Savoie)	ark:/12148/cb152742245	153707949		
73295		2972632	Q56310750	https://fr.wikipedia.org/wiki/Le_Thyl				
73296	133881	2972607	Q330899	https://fr.wikipedia.org/wiki/Tignes	ark:/12148/cb15274226v	133802499	130963749	
73297	111529	6454657	Q1216951	https://fr.wikipedia.org/wiki/Tournon_(Savoie)	ark:/12148/cb152742276	234177374		
73298	127973	6442913	Q1214383	https://fr.wikipedia.org/wiki/Tours-en-Savoie	ark:/12148/cb15274228j			
73299	80109	6442914	Q1222648	https://fr.wikipedia.org/wiki/Traize	ark:/12148/cb15274229w			
73300	74293	6442915	Q819086	https://fr.wikipedia.org/wiki/Tresserve	ark:/12148/cb152742303	247450135		
73301	74290	6442916	Q819102	https://fr.wikipedia.org/wiki/Tr%C3%A9vignin	ark:/12148/cb15274231f			
73302	114985	6456419	Q652269	https://fr.wikipedia.org/wiki/La_Trinit%C3%A9_(Savoie)	ark:/12148/cb15274232s			
73303	75265	2971399	Q694800	https://fr.wikipedia.org/wiki/Ugine	ark:/12148/cb152742334	138533072	26494745	ark:/54721/5d6083c9-61f4-421a-b764-e9e4a124ab75
73304	133944	2971074	Q207589	https://fr.wikipedia.org/wiki/Val-d%27Is%C3%A8re	ark:/12148/cb15274234g	143752566		ark:/54721/9b9e88ee-a02b-4308-a969-4d4d72f260ef
73305		6442918	Q1217209	https://fr.wikipedia.org/wiki/Valezan			82044041	
73306	114077	2970899	Q819204	https://fr.wikipedia.org/wiki/Valloire	ark:/12148/cb152742365	167675063	18390778	
73307	114157	6442919	Q662109	https://fr.wikipedia.org/wiki/Valmeinier	ark:/12148/cb15274237h	244284941		
73308	128022	6442920	Q1217298	https://fr.wikipedia.org/wiki/Venthon	ark:/12148/cb15274238v			
73309	78929	6614328	Q640017	https://fr.wikipedia.org/wiki/Verel-de-Montbel	ark:/12148/cb152742396			
73310	74438	6613678	Q819074	https://fr.wikipedia.org/wiki/Verel-Pragondran	ark:/12148/cb15274240d			
73311	121646	6442921	Q1164415	https://fr.wikipedia.org/wiki/Le_Verneil	ark:/12148/cb15274241r			
73312	111536	6442922	Q967469	https://fr.wikipedia.org/wiki/Verrens-Arvey	ark:/12148/cb152742423		82559860	
73313	80101	6442923	Q524831	https://fr.wikipedia.org/wiki/Verthemex	ark:/12148/cb15274243f			
73314	114980	6442924	Q1217101	https://fr.wikipedia.org/wiki/Villard-d%27H%C3%A9ry	ark:/12148/cb15274244s		82560026	
73315	122307	6442925	Q1217541	https://fr.wikipedia.org/wiki/Villard-L%C3%A9ger	ark:/12148/cb152742454			
73316	114987	6442926	Q1214546	https://fr.wikipedia.org/wiki/Villard-Sallet	ark:/12148/cb15274246g			
73317	128048	6442927	Q1216976	https://fr.wikipedia.org/wiki/Villard-sur-Doron	ark:/12148/cb15274247t	155005587		
73318	128293	6442928	Q634185	https://fr.wikipedia.org/wiki/Villarembert	ark:/12148/cb152742485			
73319								
73320	114106	6442929	Q778358	https://fr.wikipedia.org/wiki/Villargondran	ark:/12148/cb15274250q			
73321		6442930	Q682980	https://fr.wikipedia.org/wiki/Villarlurin			82044102	
73322	129470	6442931	Q752893	https://fr.wikipedia.org/wiki/Villarodin-Bourget	ark:/12148/cb15274252d		18310044	
73323	131538	6442932	Q1231171	https://fr.wikipedia.org/wiki/Villaroger	ark:/12148/cb15274253r			
73324	114983	6617594	Q1214422	https://fr.wikipedia.org/wiki/Villaroux	ark:/12148/cb152742543			
73325								
73326	106449	6442933	Q1216961	https://fr.wikipedia.org/wiki/Vimines	ark:/12148/cb15274256s			
73327	75649	6442934	Q819082	https://fr.wikipedia.org/wiki/Vions	ark:/12148/cb152742574			
73328	74296	6617595	Q549492	https://fr.wikipedia.org/wiki/Viviers-du-Lac	ark:/12148/cb15274258g			
73329	74399	6442935	Q819052	https://fr.wikipedia.org/wiki/Voglans	ark:/12148/cb15274259t			
73330	75632	2967249	Q681482	https://fr.wikipedia.org/wiki/Yenne	ark:/12148/cb152742601	241236527	131572616	ark:/54721/42e5bc62-cbb7-4d43-a368-76191b94f804
74001	104976	6452511	Q322895	https://fr.wikipedia.org/wiki/Abondance_(Haute-Savoie)	ark:/12148/cb15274261c			
74002	74346	6617596	Q530694	https://fr.wikipedia.org/wiki/Alby-sur-Ch%C3%A9ran	ark:/12148/cb15274262q			
74003	103757	6452512	Q686737	https://fr.wikipedia.org/wiki/Alex_(Haute-Savoie)	ark:/12148/cb152742632			
74004	74471	6452513	Q638663	https://fr.wikipedia.org/wiki/All%C3%A8ves	ark:/12148/cb15274264d			
74005	106652	6452514	Q655783	https://fr.wikipedia.org/wiki/Allinges	ark:/12148/cb15274265r	245864789		
74006	103923	3038080	Q829396	https://fr.wikipedia.org/wiki/Allonzier-la-Caille	ark:/12148/cb152742663		167888741	ark:/54721/00d283fc-be6a-4e2b-8f0f-c1e64c317736
74007	75218	6452516	Q453682	https://fr.wikipedia.org/wiki/Amancy	ark:/12148/cb15274267f			
74008	104968	6617597	Q333093	https://fr.wikipedia.org/wiki/Ambilly	ark:/12148/cb15274268s			
74009	92647	6613383	Q492064	https://fr.wikipedia.org/wiki/Andilly_(Haute-Savoie)	ark:/12148/cb152742694			
74010	6791758				ark:/12148/cb15274270b			ark:/54721/d4f405b6-f8e7-49e5-8c14-2bcb3ffca9d8
74011		3037540	Q565982	https://fr.wikipedia.org/wiki/Annecy-le-Vieux		146363094		
74012	104959	3037538	Q212901	https://fr.wikipedia.org/wiki/Annemasse	ark:/12148/cb152742721	246961609	87697273	ark:/54721/d69f1a85-3fbe-4643-8d12-c32d00e230c6
74013	105802	6617598	Q574554	https://fr.wikipedia.org/wiki/Anthy-sur-L%C3%A9man	ark:/12148/cb15274273c	143471197		
74014	104895	6451008	Q639578	https://fr.wikipedia.org/wiki/Ar%C3%A2ches-la-Frasse	ark:/12148/cb15274274q	313413356		
74015	75194	6451009	Q630784	https://fr.wikipedia.org/wiki/Arbusigny	ark:/12148/cb152742752			
74016	78999	6451010	Q632422	https://fr.wikipedia.org/wiki/Archamps	ark:/12148/cb15274276d	240516941		
74017								
74018	109790	6451011	Q639603	https://fr.wikipedia.org/wiki/Arenthon	ark:/12148/cb152742783	127608656		
74019	102275	6617599	Q649046	https://fr.wikipedia.org/wiki/Argonay	ark:/12148/cb15274279f			
74020	106697	6451012	Q688990	https://fr.wikipedia.org/wiki/Armoy	ark:/12148/cb15274280n			
74021	109757	3036693	Q593089	https://fr.wikipedia.org/wiki/Arthaz-Pont-Notre-Dame	ark:/12148/cb152742810	147887117	87696961	
74022		6451014	Q790947	https://fr.wikipedia.org/wiki/Aviernoz				
74023								
74024	75370	6451015	Q793308	https://fr.wikipedia.org/wiki/Ayse	ark:/12148/cb152742841	140634689		
74025	106308	6451016	Q659141	https://fr.wikipedia.org/wiki/Ballaison	ark:/12148/cb15274285c			
74026	103823	6457071	Q735350	https://fr.wikipedia.org/wiki/La_Balme-de-Sillingy	ark:/12148/cb15274286q	131548127		
74027	103763	6457072	Q818975	https://fr.wikipedia.org/wiki/La_Balme-de-Thuy	ark:/12148/cb152742872			
74028								
74029	103965	6451017	Q501650	https://fr.wikipedia.org/wiki/Bassy	ark:/12148/cb15274289r			ark:/54721/f7f10b18-cd32-40cb-ac2a-a4695c92e45e
74030	107215	6457073	Q582299	https://fr.wikipedia.org/wiki/La_Baume	ark:/12148/cb15274290z			
74031	79715	6613408	Q729960	https://fr.wikipedia.org/wiki/Beaumont_(Haute-Savoie)	ark:/12148/cb152742919			ark:/54721/35a4382c-2564-431e-856a-bd4b799f1006
74032	107712	6617600	Q744160	https://fr.wikipedia.org/wiki/Bellevaux_(Haute-Savoie)	ark:/12148/cb15274292n			
74033	105234	6451018	Q333082	https://fr.wikipedia.org/wiki/Bernex_(Haute-Savoie)	ark:/12148/cb152742930	243190014		
74034	107225	6455419	Q654161	https://fr.wikipedia.org/wiki/Le_Biot	ark:/12148/cb15274294b			
74035	75685	6613095	Q282527	https://fr.wikipedia.org/wiki/Bloye	ark:/12148/cb15274295p			
74036	103385	6451020	Q538410	https://fr.wikipedia.org/wiki/Bluffy	ark:/12148/cb152742961			
74037	108721	6455255	Q654167	https://fr.wikipedia.org/wiki/Bo%C3%ABge	ark:/12148/cb15274297c	234364325		
74038	108752	6451021	Q501916	https://fr.wikipedia.org/wiki/Bog%C3%A8ve	ark:/12148/cb15274298q			
74039								
74040	105045	6617601	Q658854	https://fr.wikipedia.org/wiki/Bonne	ark:/12148/cb15274300f			ark:/54721/8a133463-f7df-4cc8-a382-501c18d1656c
74041	106978	6451022	Q829201	https://fr.wikipedia.org/wiki/Bonnevaux_(Haute-Savoie)	ark:/12148/cb15274301s			
74042	75366	6451023	Q460795	https://fr.wikipedia.org/wiki/Bonneville_(Haute-Savoie)	ark:/12148/cb152743024			ark:/54721/ed7700bd-1ca9-41a7-ae93-fa29e82c485a
74043	106379	6617602	Q741188	https://fr.wikipedia.org/wiki/Bons-en-Chablais	ark:/12148/cb15274303g			
74044	79234	6451024	Q829191	https://fr.wikipedia.org/wiki/Bossey	ark:/12148/cb15274304t			
74045	103446	6617603	Q607369	https://fr.wikipedia.org/wiki/Le_Bouchet-Mont-Charvin	ark:/12148/cb152743055			
74046	74381	6451025	Q828228	https://fr.wikipedia.org/wiki/Boussy	ark:/12148/cb15274306h			
74047								
74048	106392	6451026	Q501984	https://fr.wikipedia.org/wiki/Brenthonne	ark:/12148/cb15274307v			
74049	104403	6451027	Q848691	https://fr.wikipedia.org/wiki/Brizon	ark:/12148/cb152743086			
74050	108443	6451028	Q740667	https://fr.wikipedia.org/wiki/Burdignin	ark:/12148/cb15274309j			
74051	103918	6451029	Q648803	https://fr.wikipedia.org/wiki/Cercier	ark:/12148/cb15274310r			
74052	102848	6451030	Q427842	https://fr.wikipedia.org/wiki/Cernex	ark:/12148/cb152743113			
74053	106461	6451031	Q592867	https://fr.wikipedia.org/wiki/Cervens	ark:/12148/cb15274312f			
74054	80544	6613096	Q735340	https://fr.wikipedia.org/wiki/Chainaz-les-Frasses	ark:/12148/cb15274313s			
74055	104001	6451033	Q734587	https://fr.wikipedia.org/wiki/Challonges	ark:/12148/cb152743144			
74056	104836	3027301	Q83236	https://fr.wikipedia.org/wiki/Chamonix-Mont-Blanc	ark:/12148/cb15274315g	315153102	18332386	ark:/54721/a13d3307-86a3-4aa1-84f8-14ecfd7d758a
74057	106713	6451034	Q741146	https://fr.wikipedia.org/wiki/Champanges	ark:/12148/cb15274316t			
74058	104989	6457074	Q845819	https://fr.wikipedia.org/wiki/La_Chapelle-d%27Abondance	ark:/12148/cb152743175	242659711	18371070	
74059	75195	6457075	Q848724	https://fr.wikipedia.org/wiki/La_Chapelle-Rambaud	ark:/12148/cb15274318h			
74060	297126	6457076	Q763644	https://fr.wikipedia.org/wiki/La_Chapelle-Saint-Maurice	ark:/12148/cb15274319v			
74061	99618	6617604	Q501654	https://fr.wikipedia.org/wiki/Chapeiry	ark:/12148/cb152743202			
74062	75188	6451035	Q819345	https://fr.wikipedia.org/wiki/Charvonnex	ark:/12148/cb15274321d			
74063	104981	6455256	Q661335	https://fr.wikipedia.org/wiki/Ch%C3%A2tel	ark:/12148/cb15274322r	308188277		
74064	109398	6451036	Q829210	https://fr.wikipedia.org/wiki/Ch%C3%A2tillon-sur-Cluses	ark:/12148/cb152743233			
74065	92642	6617605	Q819275	https://fr.wikipedia.org/wiki/Chaumont_(Haute-Savoie)	ark:/12148/cb15274324f			
74066	102850	6451037	Q819518	https://fr.wikipedia.org/wiki/Chavannaz	ark:/12148/cb15274325s			
74067	74549	3025745	Q828253	https://fr.wikipedia.org/wiki/Chavanod	ark:/12148/cb152743264		87697018	
74068	104170	6451039	Q819301	https://fr.wikipedia.org/wiki/Ch%C3%AAne-en-Semine	ark:/12148/cb15274327g			
74069	90872	6451040	Q766926	https://fr.wikipedia.org/wiki/Ch%C3%AAnex	ark:/12148/cb15274328t			
74070	106040	6451041	Q659327	https://fr.wikipedia.org/wiki/Chens-sur-L%C3%A9man	ark:/12148/cb152743295	123376613		
74071	104183	6451042	Q734557	https://fr.wikipedia.org/wiki/Chessenaz	ark:/12148/cb15274330c			
74072	74476	6451043	Q818422	https://fr.wikipedia.org/wiki/Chevaline	ark:/12148/cb15274331q			
74073	106976	6451044	Q823055	https://fr.wikipedia.org/wiki/Chevenoz	ark:/12148/cb152743322			
74074	92481	6613097	Q584831	https://fr.wikipedia.org/wiki/Chevrier	ark:/12148/cb15274333d			
74075	104305	6451046	Q735295	https://fr.wikipedia.org/wiki/Chilly_(Haute-Savoie)	ark:/12148/cb15274334r			
74076	103853	6451047	Q301469	https://fr.wikipedia.org/wiki/Choisy	ark:/12148/cb152743353			
74077	92641	6617606	Q636267	https://fr.wikipedia.org/wiki/Clarafond-Arcine	ark:/12148/cb15274336f			
74078	104363	6455257	Q546582	https://fr.wikipedia.org/wiki/Clermont_(Haute-Savoie)	ark:/12148/cb15274337s	305325864		
74079	103427	6457077	Q819524	https://fr.wikipedia.org/wiki/Les_Clefs	ark:/12148/cb152743384	308189528		
74080	75233	6457078	Q530721	https://fr.wikipedia.org/wiki/La_Clusaz	ark:/12148/cb15274339g	241843223		ark:/54721/a0b2c66a-fd84-40be-842f-4a8f947db1d1
74081	75352	3024532	Q654153	https://fr.wikipedia.org/wiki/Cluses	ark:/12148/cb15274340p	132083729	18346646	ark:/54721/5af3800c-d533-441b-896d-90c61b33d3a0
74082	79000	6451048	Q740681	https://fr.wikipedia.org/wiki/Collonges-sous-Sal%C3%A8ve	ark:/12148/cb152743411	127619276		ark:/54721/2b72cc21-2cf4-421f-b118-357a16df05b7
74083	75315	6451049	Q829385	https://fr.wikipedia.org/wiki/Combloux	ark:/12148/cb15274342c	144884895		
74084		6451050	Q818957	https://fr.wikipedia.org/wiki/Cons-Sainte-Colombe				
74085	104726	3001336	Q477987	https://fr.wikipedia.org/wiki/Les_Contamines-Montjoie	ark:/12148/cb152743442	158518748	87697286	ark:/54721/de6da425-f602-49c5-960a-66f4ec295dc5
74086	104233	6451051	Q819295	https://fr.wikipedia.org/wiki/Contamine-Sarzin	ark:/12148/cb15274345d			
74087	109786	6451052	Q741194	https://fr.wikipedia.org/wiki/Contamine-sur-Arve	ark:/12148/cb15274346r			
74088	93194	3023791	Q735184	https://fr.wikipedia.org/wiki/Copponex	ark:/12148/cb152743473	242304355	87697122	
74089	75320	6617607	Q840817	https://fr.wikipedia.org/wiki/Cordon_(Haute-Savoie)	ark:/12148/cb15274348f			
74090	109299	6451054	Q646855	https://fr.wikipedia.org/wiki/Cornier	ark:/12148/cb15274349s			
74091	109482	6614860	Q819546	https://fr.wikipedia.org/wiki/La_C%C3%B4te-d%27Arbroz	ark:/12148/cb152743500			
74092								
74093		3022700	Q642409	https://fr.wikipedia.org/wiki/Cran-Gevrier				ark:/54721/8434564c-bee4-4b31-a7e6-2cc4639ea136
74094	105042	6451055	Q580525	https://fr.wikipedia.org/wiki/Cranves-Sales	ark:/12148/cb15274352p			
74095	104383	6617608	Q828234	https://fr.wikipedia.org/wiki/Crempigny-Bonnegu%C3%AAte	ark:/12148/cb152743531			
74096	75191	3022217	Q762920	https://fr.wikipedia.org/wiki/Cruseilles	ark:/12148/cb15274354c	242333484	87697234	
74097	74368	6424373	Q115154	https://fr.wikipedia.org/wiki/Cusy_(Haute-Savoie)	ark:/12148/cb15274355q			
74098	103817	6451057	Q735087	https://fr.wikipedia.org/wiki/Cuvat	ark:/12148/cb152743562			
74099	75319	6617609	Q841329	https://fr.wikipedia.org/wiki/Demi-Quartier	ark:/12148/cb15274357d			
74100	104370	6442936	Q735153	https://fr.wikipedia.org/wiki/Desingy	ark:/12148/cb15274358r			
74101	92485	6612782	Q823076	https://fr.wikipedia.org/wiki/Dingy-en-Vuache	ark:/12148/cb152743593	243908580		
74102	103378	6442938	Q729459	https://fr.wikipedia.org/wiki/Dingy-Saint-Clair	ark:/12148/cb152743609			
74103	104816	6442939	Q841345	https://fr.wikipedia.org/wiki/Domancy	ark:/12148/cb15274361n			
74104	74473	3020900	Q736359	https://fr.wikipedia.org/wiki/Doussard	ark:/12148/cb152743620		87697345	
74105	106065	6442941	Q665450	https://fr.wikipedia.org/wiki/Douvaine	ark:/12148/cb15274363b	247751464		
74106	106478	6442942	Q845374	https://fr.wikipedia.org/wiki/Draillant	ark:/12148/cb15274364p			
74107	104372	6442943	Q815769	https://fr.wikipedia.org/wiki/Droisy_(Haute-Savoie)	ark:/12148/cb152743651			
74108	102587	6442944	Q910387	https://fr.wikipedia.org/wiki/Duingt	ark:/12148/cb15274366c			
74109	104136	6442945	Q274793	https://fr.wikipedia.org/wiki/%C3%89loise	ark:/12148/cb15274367q			
74110	75226	6454660	Q266677	https://fr.wikipedia.org/wiki/Entremont_(Haute-Savoie)	ark:/12148/cb152743682	155941402		
74111	103226	3020117	Q132186	https://fr.wikipedia.org/wiki/Entrevernes	ark:/12148/cb15274369d		82044030	
74112	5804792				ark:/12148/cb15274370m			
74113								
74114	109484	6442947	Q829221	https://fr.wikipedia.org/wiki/Essert-Romand	ark:/12148/cb152743729			
74115								
74116	109295	6613418	Q744569	https://fr.wikipedia.org/wiki/Etaux	ark:/12148/cb152743740			
74117	75703	6442948	Q289071	https://fr.wikipedia.org/wiki/%C3%89tercy	ark:/12148/cb15274375b			
74118	102851	3019364	Q290880	https://fr.wikipedia.org/wiki/%C3%89trembi%C3%A8res	ark:/12148/cb15274376p			
74119	105749	3019280	Q273017	https://fr.wikipedia.org/wiki/%C3%89vian-les-Bains	ark:/12148/cb152743771	151260408	167888867	ark:/54721/0c9c3aa9-df93-49eb-b267-fdc02372ad50
74120		6442951	Q291437	https://fr.wikipedia.org/wiki/%C3%89vires				
74121	105829	6613597	Q736262	https://fr.wikipedia.org/wiki/Excenevex	ark:/12148/cb15274379q			
74122	109290	6454662	Q917751	https://fr.wikipedia.org/wiki/Faucigny_(Haute-Savoie)	ark:/12148/cb15274380x			
74123	5804793				ark:/12148/cb152743818			
74124	88955	6442952	Q828248	https://fr.wikipedia.org/wiki/Feig%C3%A8res_(Haute-Savoie)	ark:/12148/cb15274382m			
74125								
74126	106450	6442953	Q747224	https://fr.wikipedia.org/wiki/Fessy	ark:/12148/cb152743849			
74127	106935	6442954	Q656668	https://fr.wikipedia.org/wiki/F%C3%A9ternes	ark:/12148/cb15274385n			
74128	108510	6442955	Q593779	https://fr.wikipedia.org/wiki/Fillinges	ark:/12148/cb152743860			
74129	107168	6456420	Q239165	https://fr.wikipedia.org/wiki/La_Forclaz_(Haute-Savoie)	ark:/12148/cb15274387b			
74130	104008	6442956	Q819337	https://fr.wikipedia.org/wiki/Franclens	ark:/12148/cb15274388p			
74131	104210	3017334	Q762897	https://fr.wikipedia.org/wiki/Frangy	ark:/12148/cb152743891		87697082	
74132								
74133	104932	6454664	Q829407	https://fr.wikipedia.org/wiki/Gaillard_(Haute-Savoie)	ark:/12148/cb15274391k	126789264		
74134	109476	3000902	Q845832	https://fr.wikipedia.org/wiki/Les_Gets	ark:/12148/cb15274392x	235569048	87697008	
74135	103886	6442958	Q686512	https://fr.wikipedia.org/wiki/Giez_(Haute-Savoie)	ark:/12148/cb152743938			
74136	75227	3004041	Q389882	https://fr.wikipedia.org/wiki/Le_Grand-Bornand	ark:/12148/cb15274394m	237447573	87697163	
74137	75187	3014580	Q775014	https://fr.wikipedia.org/wiki/Groisy	ark:/12148/cb15274395z		87697028	
74138	74460	6442960	Q748390	https://fr.wikipedia.org/wiki/Gruffy	ark:/12148/cb152743969			
74139	108395	6442961	Q828222	https://fr.wikipedia.org/wiki/Hab%C3%A8re-Lullin	ark:/12148/cb15274397n			
74140	108360	6442962	Q542654	https://fr.wikipedia.org/wiki/Hab%C3%A8re-Poche	ark:/12148/cb152743980			
74141	75704	6442963	Q845826	https://fr.wikipedia.org/wiki/Hauteville-sur-Fier	ark:/12148/cb15274399b			
74142	80993	6442964	Q530855	https://fr.wikipedia.org/wiki/H%C3%A9ry-sur-Alby	ark:/12148/cb15274400q	126776629		
74143	104826	6456423	Q735362	https://fr.wikipedia.org/wiki/Les_Houches	ark:/12148/cb152744012	147176499		
74144	92625	6442965	Q165041	https://fr.wikipedia.org/wiki/Jonzier-%C3%89pagny	ark:/12148/cb15274402d		87697111	
74145	105046	6442966	Q750728	https://fr.wikipedia.org/wiki/Juvigny_(Haute-Savoie)	ark:/12148/cb15274403r			
74146	106891	3006617	Q917742	https://fr.wikipedia.org/wiki/Larringes	ark:/12148/cb152744043		87697275	
74147	102568	3006269	Q911459	https://fr.wikipedia.org/wiki/Lathuile	ark:/12148/cb15274405f		82044129	
74148	103213	6617610	Q845404	https://fr.wikipedia.org/wiki/Leschaux	ark:/12148/cb15274406s			
74149								
74150	106269	6442969	Q828259	https://fr.wikipedia.org/wiki/Loisin	ark:/12148/cb15274408g			
74151	104486	6442970	Q844623	https://fr.wikipedia.org/wiki/Lornay	ark:/12148/cb15274409t			
74152	74546	6442971	Q845381	https://fr.wikipedia.org/wiki/Lovagny	ark:/12148/cb152744101			ark:/54721/2432834c-9295-4eb0-abea-d161b46252ac
74153	105043	6442972	Q644128	https://fr.wikipedia.org/wiki/Lucinges	ark:/12148/cb15274411c			
74154	105205	2997158	Q639596	https://fr.wikipedia.org/wiki/Lugrin	ark:/12148/cb15274412q	241241956	87696949	
74155	108357	2997145	Q632598	https://fr.wikipedia.org/wiki/Lullin	ark:/12148/cb152744132		87697331	
74156	106446	6442974	Q828214	https://fr.wikipedia.org/wiki/Lully_(Haute-Savoie)	ark:/12148/cb15274414d			
74157	106676	2996953	Q226028	https://fr.wikipedia.org/wiki/Lyaud	ark:/12148/cb15274415r		87697095	
74158	105361	6442976	Q829400	https://fr.wikipedia.org/wiki/Machilly	ark:/12148/cb152744163	316739960		
74159	75334	6442977	Q506831	https://fr.wikipedia.org/wiki/Magland	ark:/12148/cb15274417f	246567249		
74160	75304	2996205	Q844641	https://fr.wikipedia.org/wiki/Manigod	ark:/12148/cb15274418s	239714086	87696954	
74161	74380	2996054	Q664076	https://fr.wikipedia.org/wiki/Marcellaz-Albanais	ark:/12148/cb152744194		87697261	
74162	109777	6454666	Q917745	https://fr.wikipedia.org/wiki/Marcellaz	ark:/12148/cb15274420b			
74163	105974	6442980	Q829318	https://fr.wikipedia.org/wiki/Margencel	ark:/12148/cb15274421p			
74164	75357	6442981	Q225606	https://fr.wikipedia.org/wiki/Marignier	ark:/12148/cb152744221			
74165	74383	6442982	Q686639	https://fr.wikipedia.org/wiki/Marigny-Saint-Marcel	ark:/12148/cb15274423c			
